Auto_Date,Auto_Time,Form_No,Entry_Personnel,Filled_Date,FIR_No,Police_Station,Time_Of_Crash,Date_Of_Crash,Collision_Type,Hit_and_Run,Special_Case,Case File Available,Crash_Severity,No_Of_ Fatalities,No_Of_ Injured,No_Of_Vehicles,Location,Road_Type,Road_1,Road_2,Road_3,GPS_Lat,GPS_Long,Note,No_of_Lanes,Curb_Type,Shoulder_Type,Median_Type,Light_Condition,Weather_Condition,Crash_ID,Distance_From_Landmark,Text97,Veh_Rel_Travel_Dir
25-08-2022,11:17 AM,210591,Anisha,26-Apr-22,0591,2,07:45,23-07-2021,Right Angle Crash,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Near Yamuna Pusta Road,,,29,77,"4 ladies got into a car for a lift and then when the car driver moved his car through forward where a JCB crane was just at the right side of it, the crane's driver reversed his card and the front loader of the JCB wa pierced into the car due to which one of the lady died at the spot.",,,,,,,3456,15,N/A,Perpendicular Direction
25-08-2022,11:17 AM,210603,Anisha,26-Apr-22,0603,2,19:50,25-07-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Bakolki Bus Stand,"G.T.k Road, Towards Delhi",,29,77,An unknown vehicle hit the pedestrian and ran away from the site. Later on the victim was found on the road and was taken by the ambulance to the hospital where he was declared dead by the doctor.,,,,,,,3457,3,North-east,Unknown
25-08-2022,11:17 AM,210649,Anisha,27-Apr-22,0649,2,03:00,31-07-2021,Backend Collision,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Opposite to HP Petrol pump,Old GTK Road,"Alipur, Delhi",29,77,"A truck was parked at HP petrol pump in which there were 2 persons. One got down and the driver was seated. Suddenly, a speeding truck came from behind and hit the truck due to which the driver collapsed in the truck and was admitted to the hospital.",,,,,,,3458,4,East,Same Direction
25-08-2022,11:17 AM,210689,Anisha,27-Apr-22,0689,2,22:30,14-08-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,0,Unknown,,Near Jain Mandir,Opposite Nagli Puna,"Alipur, Delhi",29,77,An unknown pedestrian was hit by an vehicle who dies at the spot.Th evehicle driver ran away from the site and his number plate fell on the road.,,,,,,,3459,4,North,Same Direction
25-08-2022,11:17 AM,210709,Anisha,27-Apr-22,0709,2,20:20,22-08-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Budhpur Nala GTK Road,,,29,77,A pedestrian was found dead on the spot by an unknown vehicle whose side mirror was there on the road.,,,,,,,3460,2,North,Unknown
25-08-2022,11:17 AM,210713,Anisha,27-Apr-22,0713,2,19:20,25-08-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Janti Khurd Road,Near Ashoka Farm,"Hamidpur, Delhi",29,77,A pedestrian was found to be dead on the spot hitted by an unknown vehicle whose broken glass plastic was found nearby MCD Toll Pass in which the vehicle's registeration number was there.,,,,,,,3461,5,North,Unknown
25-08-2022,11:17 AM,210765,Anisha,27-Apr-22,0765,2,08:45,11-09-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Seed Farm Road,Rajdhani Dharma Kanta,"Alipur, Delhi",29,77,An unknown vehicle rooled over to an unknown pedestrian.,,,,,,,3462,2,North-East,Unknown
25-08-2022,11:17 AM,210780,Anisha,27-Apr-22,0780,2,13:00,###############################################################################################################################################################################################################################################################,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Towards Sai Baba Mandir,Mukraba Chowk,"Alipur, Delhi",29,77,The victim was been hit by the tempo from behind while he was pushing his car to park on side of the road.,,,,,,,3463,1,N/A,Same Direction
25-08-2022,11:17 AM,210840,Anisha,27-Apr-22,0840,2,07:00,12-10-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,GTK Road,Infront of Apple Mandi,"Khampur, Delhi",29,77,A Mahendra Bolero vehicle driver hitted the cyclist and ran away from the site.,,,,,,,3464,4,East,Unknown
25-08-2022,11:17 AM,210857,Anisha,27-Apr-22,0857,2,01:00,18-10-2021,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,,,Main GTK Road,Before 100 m Khampur Red Light,,29,77,A pedestrian was hit by an unknown vehicle and he was dead at the spot.,,,,,,,3465,6,North,Unknown
25-08-2022,11:17 AM,210907,Anisha,27-Apr-22,0907,2,07:00,11-11-2021,Backend Collision,FALSE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,"Khampur Red Light, GTK Road",,,29,77,A motorcyclist and a pillion rider was hit by a ECO car from behind and the pillion rider got injured and died afterwards.,,,,,,,3466,2,East,Same Direction
25-08-2022,11:17 AM,210935,Anisha,27-Apr-22,0935,2,04:00,23-11-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,"Near Under Pass, SDM Office Road","Alipur, Delhi",,29,77,A motorcyclist was hit by an unknown vehicle due to which the motorcyclist was dead on the spot.,,,,,,,3467,1,North,Unknown
25-08-2022,11:17 AM,210941,Anisha,27-Apr-22,0941,2,18:52,25-11-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,,,"Galu No.2, Singhu Village",,,29,77,A pedestrian was hit by a TATA Zest Car due to which the pedestrian died at the spot.,,,,,,,3468,5,North,Unknown
25-08-2022,11:17 AM,211082,Anisha,27-Apr-22,1082,2,22:45,14-12-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Shiv Mandir T-Point,Singhu Village,,29,77,An unknown person was found on the road. The CATS ambulance took the victim to the hospital where he was declared as brought dead.,,,,,,,3469,4,North-West,Unknown
25-08-2022,11:17 AM,211126,Anisha,27-Apr-22,1126,2,19:30,27-12-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Najad Nagli Puna Flyover,Towards Singhu Border,"Alipur, Delhi",29,77,A  pedestrian was been hit by a car who ran away from the site and the victim was declared dead during the treatment.,,,,,,,3470,4,North,Unknown
25-08-2022,11:17 AM,210113,Anisha,27-Apr-22,0113,3,13:00,27-02-2021,Backend Collision,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,NDPL  Power House,Main Sultanpur Road,"Sector-22 Rohini, Delhi",29,77,A truck hitted the motorcyclist from behind and the truck's tyre was rolled over to the motorcyclist head die to which he died on the spot.,,,,,,,3471,1,N/A,Same Direction
25-08-2022,11:17 AM,210332,Anisha,27-Apr-22,0332,3,06:00,22-06-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Nithari Chowk at Footpath,"Kirari, Delhi",,29,77,"A pedestrian who was sleeping on footpath, an unknown vehicle rolled over his car onto him due to which he died on the spot.",,,,,,,3472,2,N/A,Not Applicable
25-08-2022,11:17 AM,210492,Anisha,27-Apr-22,0492,3,10:30,16-09-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,SKV School Pooth Kalan,Delhi,,29,77,A pedestrian died on the spot as the truck hit him and ran away leaving his vehicle on the spot.,,,,,,,3473,2,N/A,Unknown
25-08-2022,11:17 AM,210605,Anisha,27-Apr-22,0605,3,12:00,19-11-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"SGM Hospital, Emergency",Mangol Puri,,29,77,A pedestrian was hit by an unknown vehicle due to which she died on the spot.,,,,,,,3474,4,N/A,Unknown
25-08-2022,11:17 AM,210004,Anisha,27-Apr-22,0004,4,19:00,05-01-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,In front of Spring Meadows Hospital,East of Kailash,New Delhi,29,77,A pedestrian was hit by a motorcyclist while he was crossing the road.,,,,,,,3475,1,South-East,Unknown
25-08-2022,11:17 AM,210049,Anisha,27-Apr-22,0049,4,20:30,10-02-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,,,Not Known,,,29,77,A motorcyclist was hit by an unknown vehicle.,,,,,,,3476,1,East,Unknown
25-08-2022,11:17 AM,210243,Anisha,27-Apr-22,0243,4,06:00,12-05-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Captain Gaur Marg, MCD School",Opposite Canara Bank,"Okhla Mandi, Delhi",29,77,A pedestrian who got down from a rickshaw was hit by a vehicle who ran away from the site.,,,,,,,3477,3,South-East,Same Direction
25-08-2022,11:17 AM,210025,Anisha,27-Apr-22,0025,6,14:00,11-02-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,A-2 Transit Camp,Anand Parbat,Delhi,29,77,A child was hit by an unknown vehicle due to which he died on spot.,,,,,,,3478,1,North,Unknown
25-08-2022,11:17 AM,210374,Anisha,27-Apr-22,0374,6,13:27,23-08-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,New Rohtak Road,Near Gali No. 4,"Anand Parbat, Delhi",29,77,A pedestrian was hit by a vehicle due to which the he was dead on the spot with his scooty near him.,,,,,,,3479,1,North-East,Unknown
25-08-2022,11:17 AM,210414,Anisha,27-Apr-22,0414,6,16:15,01-10-2021,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Infront of Guru Nanak Road,"Lines & Travels, New Rohtak Road","Anand Parbat, Delhi",29,77,A pedestrian who was crossing the road on the red light was hit by a tempo and was injured which was later on declared as brought dead by the doctor.,,,,,,,3480,1,North-East,Perpendicular Direction
25-08-2022,11:17 AM,210054,Anisha,28-Apr-22,0054,7,11:30,29-03-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Surajmal Vihar,Near Keventer Market,Infront of Bahubali Park,29,77,A motorcyclist was hit by an unknown vehicl. His family took him to an Unknown hospital where during his treatment he died.,,,,,,,3481,2,East,Unknown
25-08-2022,11:17 AM,210195,Anisha,28-Apr-22,0195,7,18:30,22-08-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,In front of CR Mall,,,29,77,A pedestrian was hit by an unknown vehicle.,,,,,,,3482,1,East,Unknown
25-08-2022,11:17 AM,210215,Anisha,28-Apr-22,0215,7,06:17,31-08-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,On Anand Vihar Flyover,,,29,77,A motorcyclist was hit by an unknown vehicle. He was taken to the hospital by PCR van where he was declared brought dead.,,,,,,,3483,3,East,Unknown
25-08-2022,11:17 AM,210167,Anisha,28-Apr-22,0167,7,20:50,30-07-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,In front of Sai Baba Mandir,Near Ram Prasth Crossing,Delhi,29,77,A pedestrian was hit by an autorickshaw. The victim was injured and was unfit to give statement due to which no further information could be acquire.,,,,,,,3484,2,East,Opposite Direction
25-08-2022,11:17 AM,210322,Anisha,28-Apr-22,0322,7,19:45,29-09-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Shamshan Ghat,Vikas Marg,"Karkari Mor, Delhi",29,77,A motorcyclit was hit by an unknown vehicle and the victim was injured and was taken to the hospital by an unknown vehicle.,,,,,,,3485,2,South,Unknown
25-08-2022,11:17 AM,210028,Anisha,28-Apr-22,0028,8,14:30,14-01-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,1,3,Unknown,,Infront of Invitation Market,Near TVR Mall,Ashok Vihar Phase-2,29,77,A motorcyclist and a pillioin rider was been hit by a car driver. They both fell down and the rider recovered himself but the pillion rider died because a truck driver at the same time came and drove his vehicle onto him.,,,,,,,3486,1,North,Unknown
25-08-2022,11:17 AM,210054,Anisha,28-Apr-22,0054,8,19:10,31-01-2021,Backend Collision,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Ring Road, Opp. Fire Station",WPIA,Delhi,29,77,A car was been hit by another car from behind and one of the driver of the car died during his treatment.,,,,,,,3487,1,North-West,Same Direction
25-08-2022,11:17 AM,210414,Anisha,28-Apr-22,0414,8,08:50,21-08-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,0,Unknown,,"WPIA, Delhi Flyover","Infront of Nexa, Showroom Ring Road",,29,77,An unknown dead body was found on the road.,,,,,,,3488,2,North,Unknown
25-08-2022,11:17 AM,210427,Anisha,28-Apr-22,0427,8,00:10,06-09-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Infront of Invitation Market,Ashok Vihar,Delhi,29,77,Two motorcyclist were been hit by each other and one of the motorcyclist was declared brought dead by the doctor.,,,,,,,3489,1,North,Unknown
25-08-2022,11:17 AM,210444,Anisha,28-Apr-22,0444,8,15:00,25-09-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"in front of C-41, WPIA",,,29,77,A pedestrian was cleaning his scooty when suddenly a speeding truck came and the driver drove his vehicle over the pedestrian due to which he died on the spot.,,,,,,,3490,2,South-West,Same Direction
25-08-2022,11:17 AM,210456,Anisha,28-Apr-22,0456,8,07:30,02-10-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Infront of Delhi Institute of Tool Engineering,Bartan Market,"Ashok Vihar, Delhi",29,77,A pedestrian was been hit by a car due to which the pedestrian got injured and the vehicle drive ran away leaving his vehicle on the spot.,,,,,,,3491,2,N/A,Unknown
25-08-2022,11:17 AM,210496,Anisha,28-Apr-22,0496,8,08:31,15-10-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Infront of Celebration Banqui,"Ring Road, Delhi",,29,77,The vicitim was found in the hospital as he was injured. At the place of crash there were pieces of glasses of a vehicle.,,,,,,,3492,2,North-East,Unknown
25-08-2022,11:17 AM,210592,Anisha,28-Apr-22,0592,8,13:00,30-11-2021,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Near Shed-55, WPIA, Delhi",,,29,77,A pedestrian was been hit by a crane and the driver of the crane run over his vehicle onto the victim's hands and legs. The victim was injured and was been given medicine from a private doctor but then his conditional went critical due to which he died.,,,,,,,3493,2,N/A,
25-08-2022,11:17 AM,210703,Anisha,28-Apr-22,0703,8,08:57,30-12-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Infront of MCD Office,,,29,77,A pedestrian was been hit by a crane and the victim was taken to the hospital by a PCR car where during his treatment he was declared dead by the doctor.,,,,,,,3494,2,North-East,Unknown
25-08-2022,11:17 AM,210037,Anisha,28-Apr-22,0037,9,09:30,20-01-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"New Anaj Mandi, Gate No.1","Najafgarah, New Delhi",,28,77,A pedestrian was hit by a bus resulting to his death and the driver ran away from the site.,,,,,,,3495,3,N/A,Unknown
25-08-2022,11:17 AM,210049,Anisha,28-Apr-22,0049,9,17:00,26-01-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,1,1,Unknown,,"Bahadurgarh, Najafgarh Road",New Delhi,,29,77,A bullet motorcycle was found in the spot with two victims who was one injured and the other one was brought dead as declared by the doctor.,,,,,,,3496,2,N/A,Unknown
25-08-2022,11:17 AM,210058,Anisha,28-Apr-22,0058,9,23:30,06-02-2021,Single Vehicle Hit Fixed Object,FALSE,FALSE,FALSE,Fatal Crash,1,1,1,Unknown,,Opposite Sahib Ashram,Jharoda Border,,29,77,The motorcyclist who was speeding his bike came closer to a barricade which had blinkers on it and irrespective of what the HC was directing them to turn right as the road was closed. Due to this the motorcyclist and it's pillion rider got hit on the barricade resulting to death of the rider.,,,,,,,3497,4,N/A,Same Direction
25-08-2022,11:17 AM,210100,Anisha,28-Apr-22,0100,9,20:00,16-03-2021,Unknown,TRUE,FALSE,FALSE,Unknown,1,0,1,Unknown,,"Royal Gym, Jharoda Road",Delhi,,29,77,"A motorcyclist was been taken to the hospital by the caller who called the police to inform about the crash. Later on reaching the hospital, the victim was declared dead by the doctor.",,,,,,,3498,2,N/A,Unknown
25-08-2022,11:17 AM,210102,Anisha,28-Apr-22,0102,9,02:35,18-03-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Jharoda Bus Stand,"Najafgarh, New Delhi",,29,77,The motorcyclist was hit by an unknown vehicle. The unknown vehicle had crushed the victim's head with helmet.,,,,,,,3499,3,N/A,Unknown
25-08-2022,11:17 AM,210147,Anisha,28-Apr-22,0147,9,00:40,11-04-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Infront of Madhav Petrol Pump,Main Nagloi Road,"Najafgarh, New Delhi",29,77,A pedestrian was hit by a truck driver which was coming on high speed and drove his truck onto the pedestrian.,,,,,,,3500,4,N/A,Opposite Direction
25-08-2022,11:17 AM,210222,Anisha,28-Apr-22,0222,9,20:30,20-05-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Kali Piau,Towards Bhadurgarh,,29,77,A pedestrian was hit by a car due to which the the victim died.,,,,,,,3501,3,N/A,Unknown
25-08-2022,11:17 AM,210228,Anisha,28-Apr-22,0228,9,13:40,25-05-2021,Backend Collision,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Near Holy Cross School,"Najafgarh, Delhi",,29,77,A tractor hit the motorcyclist from behind due to which he died on the spot.,,,,,,,3502,5,N/A,Same Direction
25-08-2022,11:17 AM,210235,Anisha,29-Apr-22,0235,9,19:00,30-05-2021,Single Vehicle Hit Fixed Object,FALSE,FALSE,FALSE,Fatal Crash,1,1,1,Unknown,,Main Nagloi Road,Near Holy Cross School,Najafgarh,29,77,A car was hit by the pole on the road due to which one driver and one passenger got injured.,,,,,,,3503,4,N/A,Same Direction
25-08-2022,11:17 AM,210309,Anisha,29-Apr-22,0309,9,19:15,02-07-2021,Head on Collision,TRUE,FALSE,FALSE,Fatal Crash,1,1,2,Unknown,,Nagloi Bus Stand,Najafgarh,New Delhi,29,77,A motorcyclist was hit by a speeding car who came in front of them and ran away from the spot. The rider and the pillion rider got injured and were taken to the hospital.,,,,,,,3504,4,West,Opposite Direction
25-08-2022,11:17 AM,210382,Anisha,29-Apr-22,0382,9,22:00,07-08-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Infront of Govt. Girls Senior Secondary School,Jharoda Kalan,Najafgarh,29,77,A truck driver hitted the motorcyclist and ran away from the spot. The motorcyclist was taken to the hospital where the doctor admitted the patient and during his treatment he was declared dead by the doctor.,,,,,,,3505,1,N/A,Unknown
25-08-2022,11:17 AM,210399,Anisha,29-Apr-22,0399,9,07:00,13-08-2021,Single Vehicle Overturn,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Near Akhada Choraha,Main Surakhpur,Delhi,29,77,"Due to the overturn of the tempo, a pedestrian died on the spot.",,,,,,,3506,5,N/A,Not Applicable
25-08-2022,11:17 AM,210416,Anisha,29-Apr-22,0416,9,11:00,21-08-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Rail Factory Road, Gopal Nagar",Near Nank Pyau-2 Najafgarh,,29,77,A pedestrian was been hit by the car driver and ran away from the site. The victim was taken to the hospital and they refer to take him to higher center where the patient was declared brought dead.,,,,,,,3507,3,North-West,Unknown
25-08-2022,11:17 AM,210429,Anisha,29-Apr-22,0429,9,22:39,28-08-2021,Single Vehicle Hit Fixed Object,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,Najafgarh to Bahadurgarh Road,Near Ganda Nala Village,,29,77,A car drove on the divider and got hit on the pole.,,,,,,,3508,5,West,Same Direction
25-08-2022,11:17 AM,210438,Anisha,29-Apr-22,0438,9,21:30,06-09-2021,Single Vehicle Hit Parked Vehicle,FALSE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Bahadurgarh-Najafgarh Road,Near CRPF Camp Gate,Jharoda Kalan,29,77,"The motorcyclist got collided with a parked truck and he was taken by the public to the hospital. Later during the treatment, he was declared dead by the doctor.",,,,,,,3509,0,N/A,Opposite Direction
25-08-2022,11:17 AM,210472,Anisha,29-Apr-22,0472,9,21:50,27-09-2021,Unknown,FALSE,FALSE,FALSE,Fatal Crash,1,2,2,Unknown,,"Bahadurgarh Stand, Nagloi Road",Near AXIS ATM,"Najafgarh, Delhi",29,77,The motorcyclist and the pillion riders got hit by the speeding bus due to which one of the pilliion rider fell and the bus drive drove his vehicle onto her. The rider and the other pillion rider fell in different spots.,,,,,,,3510,3,N/A,Unknown
25-08-2022,11:17 AM,210498,Anisha,29-Apr-22,0498,9,15:45,15-10-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,1,1,Unknown,,Main Surakpur Village Road,Neatr Gopal Nagar Crossing,Najafgarh,29,77,The motorcyclist and the pillion rider got hit by anunknown vehicle and they were taken to the hospital by CAT ambulance where the rider was brought dead and the pillion rider was treated.,,,,,,,3511,3,South,Unknown
25-08-2022,11:17 AM,210502,Anisha,29-Apr-22,0502,9,21:30,18-10-2021,Hit Pedestrian,TRUE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,In front of Anaj Mandi Gate,"Najafgarh, Delhi",,29,77,A pedestrian was been hit and crushed by an unknown vehicle. The victim was taken to an unknown hospital.,,,,,,,3512,2,N/A,Unknown
25-08-2022,11:17 AM,210508,Anisha,29-Apr-22,0508,9,07:00,28-10-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,Khaira Road,"Najafgarh, New Delhi",,29,77,The motorcyclist was been hit by a truck duw to which the victim died on the spot.,,,,,,,3513,4,N.A,Unknown
25-08-2022,11:17 AM,210510,Anisha,29-Apr-22,0510,9,10:30,29-10-2021,Hit Pedestrian,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"A/310, Gali No. 17, Krishna Colony","najafgarh, New Delhi",,29,77,"A pedestrian was hit by the tempo driver and he crushed him through the wheels of the vehicle. He was taken to the hospital into the same vehicle. First, they took them to Ortho Plus Hospital and then they refer them to took him to Vikas Hospital and then to Balaji Hospital where they declared the pedestrian as dead.",,,,,,,3514,3,N/A,Opposite Direction
25-08-2022,11:17 AM,210526,Anisha,29-Apr-22,0526,9,10:40,11-11-2021,Single Vehicle Hit Fixed Object,FALSE,FALSE,FALSE,Fatal Crash,1,0,1,Unknown,,"Near Gaushala, Mirtaon Gaon",,,29,77,A motorcyclist was banged onto a tree. He was taken to an unnwon hospital where he was declared brought dead.,,,,,,,3515,4,N/A,Same Direction
25-08-2022,11:17 AM,210079,Anisha,29-Apr-22,0079,10,19:00,04-02-2021,Unknown,TRUE,FALSE,FALSE,Fatal Crash,1,0,2,Unknown,,"Elevated Flyover, Badarpur",,,28,77,The motorcyclist was been hit by an unknown vehicle and was taken to taken to the hospital.,,,,,,,3516,1,West,Unknown
